codigo,titulo,semestre,codigo_disciplina,nome_disciplina,professor,vagas_disciplina,vagas_disponiveis
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,,4,20
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,BRUNO ZATT,21,22
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,,21,22
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,BRUNO ZATT,19,15
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,,19,15
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,MARILTON SANCHOTENE DE AGUIAR,1,24
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,,1,24
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,MARILTON SANCHOTENE DE AGUIAR,1,23
3910,Engenharia de Computação (Bacharelado),Optativas,22000296,PROGRAMAÇÃO DE COMPUTADORES,,1,23
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),1º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),1º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),2º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),2º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),3º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),3º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),4º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),4º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),5º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),5º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),6º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),6º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),8º Semestre,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),8º Semestre,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6100,Engenharia de Materiais (Bacharelado),Optativas,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,FABRICIO BANDEIRA CABRAL,20,37
6100,Engenharia de Materiais (Bacharelado),Optativas,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,20,37
6100,Engenharia de Materiais (Bacharelado),Optativas,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,JAIRO VALOES DE ALENCAR RAMALHO,15,14
6100,Engenharia de Materiais (Bacharelado),Optativas,11100005,ÁLGEBRA LINEAR E GEOMETRIA ANALÍTICA,,15,14
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,,5,45
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,5,52
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,,5,52
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6100,Engenharia de Materiais (Bacharelado),Optativas,11100059,CÁLCULO 2,,10,43
6100,Engenharia de Materiais (Bacharelado),Optativas,11090033,FÍSICA BÁSICA II,FRANCISCO AMARAL VILLELA,15,30
6100,Engenharia de Materiais (Bacharelado),Optativas,11090033,FÍSICA BÁSICA II,,15,30
6100,Engenharia de Materiais (Bacharelado),Optativas,22000361,LABORATÓRIO DE MATERIAIS,NEFTALI LENIN VILLARREAL CARRENO,15,4
6100,Engenharia de Materiais (Bacharelado),Optativas,22000361,LABORATÓRIO DE MATERIAIS,,15,4
6100,Engenharia de Materiais (Bacharelado),Optativas,22000329,QUÍMICA APLICADA À ENGENHARIA II,CRISTIANE WIENKE RAUBACH,20,6
6100,Engenharia de Materiais (Bacharelado),Optativas,22000329,QUÍMICA APLICADA À ENGENHARIA II,,20,6
6100,Engenharia de Materiais (Bacharelado),Optativas,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,CRISTIANE WIENKE RAUBACH,20,7
6100,Engenharia de Materiais (Bacharelado),Optativas,22000330,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,,20,7
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,5,45
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,52
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,10,52
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11100059,CÁLCULO 2,,10,43
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000505,CIÊNCIA DO SOLO I,LUIS EDUARDO AKIYOSHI SANCHES SUZUKI,20,10
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000505,CIÊNCIA DO SOLO I,,20,10
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000507,CLIMATOLOGIA,VIVIANE SANTOS SILVA TERRA,20,9
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000507,CLIMATOLOGIA,,20,9
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000506,DESENHO TÉCNICO,GEORGE MARINO SOARES GONÇALVES,20,17
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000506,DESENHO TÉCNICO,,20,17
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000504,ECOLOGIA,FELIPE DE LUCIA LOBOMARCIO SILVA DE SOUZA,20,19
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000504,ECOLOGIA,,20,19
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,MARCELO PEREIRA MACHADO,10,30
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,,10,30
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,FRANCISCO AMARAL VILLELA,11,39
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,,11,39
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,MARCELO PEREIRA MACHADO,10,29
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,,10,29
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,EDUARDO FONTES HENRIQUES,10,20
6400,Engenharia Hídrica (Bacharelado),1º Semestre,11090032,FÍSICA BÁSICA I,,10,20
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000508,FUNDAMENTOS DE OCEANOGRAFIA,IDEL CRISTIANA BIGLIARDI MILANI,20,8
6400,Engenharia Hídrica (Bacharelado),1º Semestre,22000508,FUNDAMENTOS DE OCEANOGRAFIA,,20,8
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,5,45
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,52
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,10,52
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11100059,CÁLCULO 2,,10,43
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000505,CIÊNCIA DO SOLO I,LUIS EDUARDO AKIYOSHI SANCHES SUZUKI,20,10
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000505,CIÊNCIA DO SOLO I,,20,10
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000507,CLIMATOLOGIA,VIVIANE SANTOS SILVA TERRA,20,9
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000507,CLIMATOLOGIA,,20,9
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000506,DESENHO TÉCNICO,GEORGE MARINO SOARES GONÇALVES,20,17
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000506,DESENHO TÉCNICO,,20,17
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000504,ECOLOGIA,FELIPE DE LUCIA LOBOMARCIO SILVA DE SOUZA,20,19
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000504,ECOLOGIA,,20,19
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,MARCELO PEREIRA MACHADO,10,30
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,,10,30
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,FRANCISCO AMARAL VILLELA,11,39
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,,11,39
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,MARCELO PEREIRA MACHADO,10,29
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,,10,29
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,EDUARDO FONTES HENRIQUES,10,20
6400,Engenharia Hídrica (Bacharelado),2º Semestre,11090032,FÍSICA BÁSICA I,,10,20
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000508,FUNDAMENTOS DE OCEANOGRAFIA,IDEL CRISTIANA BIGLIARDI MILANI,20,8
6400,Engenharia Hídrica (Bacharelado),2º Semestre,22000508,FUNDAMENTOS DE OCEANOGRAFIA,,20,8
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,FERNANDA KRÜGER TOMASCHEWSKI,5,45
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,5,45
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,52
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,10,52
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,CAMILA PINTO DA COSTA,10,43
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11100059,CÁLCULO 2,,10,43
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000505,CIÊNCIA DO SOLO I,LUIS EDUARDO AKIYOSHI SANCHES SUZUKI,20,10
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000505,CIÊNCIA DO SOLO I,,20,10
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000507,CLIMATOLOGIA,VIVIANE SANTOS SILVA TERRA,20,9
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000507,CLIMATOLOGIA,,20,9
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000506,DESENHO TÉCNICO,GEORGE MARINO SOARES GONÇALVES,20,17
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000506,DESENHO TÉCNICO,,20,17
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000504,ECOLOGIA,FELIPE DE LUCIA LOBOMARCIO SILVA DE SOUZA,20,19
6400,Engenharia Hídrica (Bacharelado),3º Semestre,22000504,ECOLOGIA,,20,19
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11090032,FÍSICA BÁSICA I,MARCELO PEREIRA MACHADO,10,30
6400,Engenharia Hídrica (Bacharelado),3º Semestre,11090032,FÍSICA BÁSICA I,,10,30
